ITEM_ID,GRAPH_ID,SENTENCE,PRED_HEAD_IDX,ARG_HEAD_IDX,LABEL
ewt-train-11393_1_0,ewt-train-11393,They had the work done in about half the time quoted which made me and my wife extremely happy .,1,0,0
ewt-train-11393_1_3,ewt-train-11393,They had the work done in about half the time quoted which made me and my wife extremely happy .,1,3,0
ewt-train-11400_3_2,ewt-train-11400,The new Centre has 4 studios planned and now boasts the largest single dance floor area in Kingston upon Hull .,3,2,0
ewt-train-11400_3_5,ewt-train-11400,The new Centre has 4 studios planned and now boasts the largest single dance floor area in Kingston upon Hull .,3,5,0
ewt-train-11400_9_15,ewt-train-11400,The new Centre has 4 studios planned and now boasts the largest single dance floor area in Kingston upon Hull .,9,15,0
ewt-train-11401_2_1,ewt-train-11401,"The classes cover all age and skill ranges , with BALLROOM , LATIN , SEQUENCE , STREET , DISCO , LINE DANCING , BALLET , TAP & JAZZ .",2,1,0
ewt-train-11401_2_7,ewt-train-11401,"The classes cover all age and skill ranges , with BALLROOM , LATIN , SEQUENCE , STREET , DISCO , LINE DANCING , BALLET , TAP & JAZZ .",2,7,0
ewt-train-11404_1_0,ewt-train-11404,I purchased a 2 - year old certified pre-owned BMW from this dealership .,1,0,0
ewt-train-11404_1_9,ewt-train-11404,I purchased a 2 - year old certified pre-owned BMW from this dealership .,1,9,0
ewt-train-11405_3_2,ewt-train-11405,"The night I drove back home , I found that the rear window has some leakage .",3,2,0
ewt-train-11405_8_7,ewt-train-11405,"The night I drove back home , I found that the rear window has some leakage .",8,7,0
ewt-train-11408_1_0,ewt-train-11408,I admit that I should have paid attention to this kind of little things while test drive .,1,0,0
ewt-train-11408_6_3,ewt-train-11408,I admit that I should have paid attention to this kind of little things while test drive .,6,3,0
ewt-train-11408_6_7,ewt-train-11408,I admit that I should have paid attention to this kind of little things while test drive .,6,7,0
ewt-train-11411_1_0,ewt-train-11411,They told me that this is not under warranty and want to charge me $ 175 just to diagnose the problem !,1,0,0
ewt-train-11411_1_2,ewt-train-11411,They told me that this is not under warranty and want to charge me $ 175 just to diagnose the problem !,1,2,0
ewt-train-11411_12_13,ewt-train-11411,They told me that this is not under warranty and want to charge me $ 175 just to diagnose the problem !,12,13,0
ewt-train-11411_12_14,ewt-train-11411,They told me that this is not under warranty and want to charge me $ 175 just to diagnose the problem !,12,14,0
ewt-train-11411_18_20,ewt-train-11411,They told me that this is not under warranty and want to charge me $ 175 just to diagnose the problem !,18,20,0
ewt-train-11412_1_0,ewt-train-11412,Who knows how much they want me to pay to fix this thing .,1,0,0
ewt-train-11412_10_12,ewt-train-11412,Who knows how much they want me to pay to fix this thing .,10,12,0
ewt-train-11425_1_0,ewt-train-11425,"I had my wedding luncheon at this BJ s restaurant , and it was one of the best choices that I made .",1,0,0
ewt-train-11425_1_4,ewt-train-11425,"I had my wedding luncheon at this BJ s restaurant , and it was one of the best choices that I made .",1,4,0
ewt-train-11428_1_0,ewt-train-11428,"We had a large party , about fifty people or so , and yet everything was served quickly and we all had a wonderful time .",1,0,0
ewt-train-11428_1_4,ewt-train-11428,"We had a large party , about fifty people or so , and yet everything was served quickly and we all had a wonderful time .",1,4,0
ewt-train-11428_16_14,ewt-train-11428,"We had a large party , about fifty people or so , and yet everything was served quickly and we all had a wonderful time .",16,14,0
ewt-train-11433_1_0,ewt-train-11433,I go to school in the area and usually wait until I go home to get my hair cut .,1,0,0
ewt-train-11434_1_0,ewt-train-11434,I decided it was time to grow up and made an appointment .,1,0,0
ewt-train-11436_1_0,ewt-train-11436,I have wavy hair and she cut to my hair style .,1,0,0
ewt-train-11436_1_3,ewt-train-11436,I have wavy hair and she cut to my hair style .,1,3,0
ewt-train-11436_6_5,ewt-train-11436,I have wavy hair and she cut to my hair style .,6,5,0
ewt-train-11445_3_2,ewt-train-11445,The limited menu had few appetizing options and the NYE special packages were way overpriced .,3,2,0
ewt-train-11445_3_6,ewt-train-11445,The limited menu had few appetizing options and the NYE special packages were way overpriced .,3,6,0
ewt-train-11446_6_5,ewt-train-11446,"After our meal , our server found us a table in the jazz club where we were informed it would be another $ 10 / person to stay and listen to the band , despite the fact we had just finished a dinner there and were intending to enjoy their drink list .",6,5,0
ewt-train-11446_6_7,ewt-train-11446,"After our meal , our server found us a table in the jazz club where we were informed it would be another $ 10 / person to stay and listen to the band , despite the fact we had just finished a dinner there and were intending to enjoy their drink list .",6,7,0
ewt-train-11446_6_9,ewt-train-11446,"After our meal , our server found us a table in the jazz club where we were informed it would be another $ 10 / person to stay and listen to the band , despite the fact we had just finished a dinner there and were intending to enjoy their drink list .",6,9,0
ewt-train-11446_17_15,ewt-train-11446,"After our meal , our server found us a table in the jazz club where we were informed it would be another $ 10 / person to stay and listen to the band , despite the fact we had just finished a dinner there and were intending to enjoy their drink list .",17,15,0
ewt-train-11446_40_37,ewt-train-11446,"After our meal , our server found us a table in the jazz club where we were informed it would be another $ 10 / person to stay and listen to the band , despite the fact we had just finished a dinner there and were intending to enjoy their drink list .",40,37,0
ewt-train-11446_40_42,ewt-train-11446,"After our meal , our server found us a table in the jazz club where we were informed it would be another $ 10 / person to stay and listen to the band , despite the fact we had just finished a dinner there and were intending to enjoy their drink list .",40,42,0
ewt-train-11446_48_51,ewt-train-11446,"After our meal , our server found us a table in the jazz club where we were informed it would be another $ 10 / person to stay and listen to the band , despite the fact we had just finished a dinner there and were intending to enjoy their drink list .",48,51,0
ewt-train-11450_2_1,ewt-train-11450,First room had used tissues next to the bed and I requested it be rectified .,2,1,0
ewt-train-11450_2_4,ewt-train-11450,First room had used tissues next to the bed and I requested it be rectified .,2,4,0
ewt-train-11450_11_10,ewt-train-11450,First room had used tissues next to the bed and I requested it be rectified .,11,10,0
ewt-train-11450_14_12,ewt-train-11450,First room had used tissues next to the bed and I requested it be rectified .,14,12,0
ewt-train-11477_1_0,ewt-train-11477,"I needed a part for my appliance , the cost was very high so I said never mind , paid the fee and called a local business for a second quote .",1,0,0
ewt-train-11477_1_3,ewt-train-11477,"I needed a part for my appliance , the cost was very high so I said never mind , paid the fee and called a local business for a second quote .",1,3,0
ewt-train-11477_19_21,ewt-train-11477,"I needed a part for my appliance , the cost was very high so I said never mind , paid the fee and called a local business for a second quote .",19,21,0
ewt-train-11486_1_2,ewt-train-11486,There were four of us and I was taken first by a gentleman .,1,2,0
ewt-train-11487_1_0,ewt-train-11487,I put my foot in the water and it was cool .,1,0,0
ewt-train-11487_1_3,ewt-train-11487,I put my foot in the water and it was cool .,1,3,0
ewt-train-11491_3_2,ewt-train-11491,"The other ladies had a similar experience , both had nail polish on a couple of toes .",3,2,0
ewt-train-11491_3_6,ewt-train-11491,"The other ladies had a similar experience , both had nail polish on a couple of toes .",3,6,0
ewt-train-11496_3_1,ewt-train-11496,"The office is shared with a foot doctor and it 's very sterile and medical feeling , which I liked .",3,1,0
ewt-train-11497_3_2,ewt-train-11497,The down side was that sometimes there was a lot of noise in the hallway from other patients / doctors .,3,2,0
ewt-train-11498_1_0,ewt-train-11498,I worked with Andrew for 2 months and did acupuncture and herbs .,1,0,0
ewt-train-11500_1_0,ewt-train-11500,"I know it can take a while for results and did n't expect a miracle , but after 2 months I felt like it was not entirely worth the cost / time .",1,0,0
ewt-train-11500_12_14,ewt-train-11500,"I know it can take a while for results and did n't expect a miracle , but after 2 months I felt like it was not entirely worth the cost / time .",12,14,0
ewt-train-11514_2_1,ewt-train-11514,"The mechanic came to our place and sorted out our car s problems , he explained the problem and was very up front and honest , it was towed to the workshop as the gearbox was not working ( he explained it better ) .",2,1,0
ewt-train-11514_7_12,ewt-train-11514,"The mechanic came to our place and sorted out our car s problems , he explained the problem and was very up front and honest , it was towed to the workshop as the gearbox was not working ( he explained it better ) .",7,12,0
ewt-train-11514_15_14,ewt-train-11514,"The mechanic came to our place and sorted out our car s problems , he explained the problem and was very up front and honest , it was towed to the workshop as the gearbox was not working ( he explained it better ) .",15,14,0
ewt-train-11514_15_17,ewt-train-11514,"The mechanic came to our place and sorted out our car s problems , he explained the problem and was very up front and honest , it was towed to the workshop as the gearbox was not working ( he explained it better ) .",15,17,0
ewt-train-11514_28_26,ewt-train-11514,"The mechanic came to our place and sorted out our car s problems , he explained the problem and was very up front and honest , it was towed to the workshop as the gearbox was not working ( he explained it better ) .",28,26,0
ewt-train-11514_40_39,ewt-train-11514,"The mechanic came to our place and sorted out our car s problems , he explained the problem and was very up front and honest , it was towed to the workshop as the gearbox was not working ( he explained it better ) .",40,39,0
ewt-train-11514_40_41,ewt-train-11514,"The mechanic came to our place and sorted out our car s problems , he explained the problem and was very up front and honest , it was towed to the workshop as the gearbox was not working ( he explained it better ) .",40,41,0
ewt-train-11515_1_0,ewt-train-11515,"They phoned the same day , confirmed it was the gearbox quoted me the job , I gave the go ahead .",1,0,0
ewt-train-11515_11_12,ewt-train-11515,"They phoned the same day , confirmed it was the gearbox quoted me the job , I gave the go ahead .",11,12,0
ewt-train-11515_11_14,ewt-train-11515,"They phoned the same day , confirmed it was the gearbox quoted me the job , I gave the go ahead .",11,14,0
ewt-train-11520_1_0,ewt-train-11520,"I had a sampler of IPA , Brawler , Love Stout & ESA .",1,0,0
ewt-train-11520_1_3,ewt-train-11520,"I had a sampler of IPA , Brawler , Love Stout & ESA .",1,3,0
ewt-train-11522_7_6,ewt-train-11522,"After my sampler & sandwich , I asked for a pint of there Nitrogen Love Stout , I must say I was impressed , with the great taste & I am a Guiness Lover so coming from me , I think this is better , it s less dry & smoother !",7,6,0
ewt-train-11525_1_0,ewt-train-11525,I left with a case of BRAWLER !!!! !,1,0,0
ewt-train-11531_3_0,ewt-train-11531,All of this started after their oil change .,3,0,0
ewt-train-11537_4_3,ewt-train-11537,The first time they claimed to get reasonable mpg .,4,3,0
ewt-train-11539_1_0,ewt-train-11539,I wonder if they were going down a hill !,1,0,0
ewt-train-11540_1_0,ewt-train-11540,They told me to bring it back after 5000 miles .,1,0,0
ewt-train-11540_1_2,ewt-train-11540,They told me to bring it back after 5000 miles .,1,2,0
ewt-train-11540_4_5,ewt-train-11540,They told me to bring it back after 5000 miles .,4,5,0
ewt-train-11542_2_0,ewt-train-11542,"They "" finished "" the work and told me the car was ready .",2,0,0
ewt-train-11542_2_5,ewt-train-11542,"They "" finished "" the work and told me the car was ready .",2,5,0
ewt-train-11543_1_0,ewt-train-11543,"I found out they did not even drive the car , stated they looked at it before .",1,0,0
ewt-train-11543_7_3,ewt-train-11543,"I found out they did not even drive the car , stated they looked at it before .",7,3,0
ewt-train-11543_7_9,ewt-train-11543,"I found out they did not even drive the car , stated they looked at it before .",7,9,0
ewt-train-11548_1_0,ewt-train-11548,I want to say that Mike did a great job for our family in our time of need .,1,0,0
ewt-train-11554_3_2,ewt-train-11554,Both my grandparents looked as natural as could be expected .,3,2,0
ewt-train-11559_1_0,ewt-train-11559,We signed our name in about 6:00 pm .,1,0,0
ewt-train-11559_1_3,ewt-train-11559,We signed our name in about 6:00 pm .,1,3,0
ewt-train-11560_1_3,ewt-train-11560,There were 3 names before us .,1,3,0
ewt-train-11561_2_1,ewt-train-11561,The greeter said there was about 15 minutes waiting .,2,1,0
ewt-train-11563_5_3,ewt-train-11563,"This sign in policy is posted by the restaurant "" no reservation , sign your name here "" .",5,3,0
ewt-train-11563_13_15,ewt-train-11563,"This sign in policy is posted by the restaurant "" no reservation , sign your name here "" .",13,15,0
ewt-train-11564_1_0,ewt-train-11564,"I had to ask the greeter , he explained his reasons with broken English .",1,0,0
ewt-train-11564_8_7,ewt-train-11564,"I had to ask the greeter , he explained his reasons with broken English .",8,7,0
ewt-train-11564_8_10,ewt-train-11564,"I had to ask the greeter , he explained his reasons with broken English .",8,10,0
ewt-train-11567_2_1,ewt-train-11567,My conclusion is that you should only go there if you want to wait a least an hour and see all kinds other people being seated before you .,2,1,0
ewt-train-11569_5_3,ewt-train-11569,"January 15th -- We were signed up for Saturday 's 2 PM class "" Beginning Yoga with Brittany . """,5,3,0
ewt-train-11572_1_0,ewt-train-11572,We waited until 2:25 PM and then left .,1,0,0
ewt-train-11573_1_2,ewt-train-11573,"There were 2 in our group , and a 3rd person was also in the parking lot waiting for this class .",1,2,0
ewt-train-11576_7_9,ewt-train-11576,"In today 's instant world , there 's no reason for the instructor not to even have given us a phone call or e-mail if she was going to be late .",7,9,0
ewt-train-11581_1_0,ewt-train-11581,I beg to differ .,1,0,0
ewt-train-11585_1_0,ewt-train-11585,"I understand not wanting to put labels like 5.10 on an indoor course , because yes , it is not the same , but some clear understanding of the difficulty of one course to another is nice when you are an intermediate climber looking to improve .",1,0,0
ewt-train-11594_1_0,ewt-train-11594,"They asked us things that we would have never have thought of , and took extra time to meet with us when we needed it before the wedding .",1,0,0
ewt-train-11594_1_2,ewt-train-11594,"They asked us things that we would have never have thought of , and took extra time to meet with us when we needed it before the wedding .",1,2,0
ewt-train-11594_1_3,ewt-train-11594,"They asked us things that we would have never have thought of , and took extra time to meet with us when we needed it before the wedding .",1,3,0
ewt-train-11602_6_5,ewt-train-11602,By the age of 24 I stopped going to the dentist .,6,5,0
ewt-train-11603_7_1,ewt-train-11603,My fear and discomfort from dental work scared me !,7,1,0
ewt-train-11608_1_0,ewt-train-11608,"They made me feel confident in what they would do , and treated me like a member of their own family .",1,0,0
ewt-train-11608_12_13,ewt-train-11608,"They made me feel confident in what they would do , and treated me like a member of their own family .",12,13,0
ewt-train-11615_5_4,ewt-train-11615,"In the past , I got a steak and there was more fat and rough pieces than there was good steak ( and this was the sirloin ! ) , the sides were drenched with butter and the salad was a little on the brown side .",5,4,0
ewt-train-11615_5_7,ewt-train-11615,"In the past , I got a steak and there was more fat and rough pieces than there was good steak ( and this was the sirloin ! ) , the sides were drenched with butter and the salad was a little on the brown side .",5,7,0
ewt-train-11615_33_31,ewt-train-11615,"In the past , I got a steak and there was more fat and rough pieces than there was good steak ( and this was the sirloin ! ) , the sides were drenched with butter and the salad was a little on the brown side .",33,31,0
ewt-train-11623_1_0,ewt-train-11623,I have no doubt that the rescue is wonderful .,1,0,0
ewt-train-11623_1_3,ewt-train-11623,I have no doubt that the rescue is wonderful .,1,3,0
ewt-train-11624_2_1,ewt-train-11624,"But I had my cat spayed through their reduced / free spay and neuter program and the vet they sent us to was first of all a hour and a half away , and 4 days later we had to bring them to our normal vet because the vets at the place in wisconsin did a crappy job and they got infections .",2,1,0
ewt-train-11624_40_41,ewt-train-11624,"But I had my cat spayed through their reduced / free spay and neuter program and the vet they sent us to was first of all a hour and a half away , and 4 days later we had to bring them to our normal vet because the vets at the place in wisconsin did a crappy job and they got infections .",40,41,0
ewt-train-11630_1_0,ewt-train-11630,I had a routine surgery for an ingrown toenail .,1,0,0
ewt-train-11630_1_4,ewt-train-11630,I had a routine surgery for an ingrown toenail .,1,4,0
ewt-train-11631_9_2,ewt-train-11631,"My insurance company , Blue Cross / Blue Shield paid the fees and everything was fine .",9,2,0
ewt-train-11631_9_11,ewt-train-11631,"My insurance company , Blue Cross / Blue Shield paid the fees and everything was fine .",9,11,0
ewt-train-11633_4_3,ewt-train-11633,"The doctor 's office said that payments had been "" reversed "" .",4,3,0
ewt-train-11633_10_6,ewt-train-11633,"The doctor 's office said that payments had been "" reversed "" .",10,6,0
ewt-train-11634_2_1,ewt-train-11634,Blue cross has no record of aa reversal .,2,1,0
ewt-train-11634_2_4,ewt-train-11634,Blue cross has no record of aa reversal .,2,4,0
ewt-train-11635_2_1,ewt-train-11635,The office refused my requests to see what they got from BC / BS .,2,1,0
ewt-train-11635_2_4,ewt-train-11635,The office refused my requests to see what they got from BC / BS .,2,4,0
ewt-train-11641_1_0,ewt-train-11641,I think this office has some serious billing practice issues !,1,0,0
ewt-train-11644_1_0,ewt-train-11644,They have the best rates and GREAT customer service .,1,0,0
ewt-train-11644_1_4,ewt-train-11644,They have the best rates and GREAT customer service .,1,4,0
ewt-train-11645_5_4,ewt-train-11645,"On one order , we needed it rushed and shipped to a different state .",5,4,0
ewt-train-11646_1_0,ewt-train-11646,They did that with no problem .,1,0,0
ewt-train-11646_1_2,ewt-train-11646,They did that with no problem .,1,2,0
ewt-train-11648_1_0,ewt-train-11648,I sent a graphic that would have been distorted if printed as it was .,1,0,0
ewt-train-11648_1_3,ewt-train-11648,I sent a graphic that would have been distorted if printed as it was .,1,3,0
ewt-train-11648_8_3,ewt-train-11648,I sent a graphic that would have been distorted if printed as it was .,8,3,0
ewt-train-11649_1_0,ewt-train-11649,They called and worked with me to fix it so that it would look perfect .,1,0,0
ewt-train-11651_1_0,ewt-train-11651,"I ordered 1000 postcards , we normally order 5000 or more .",1,0,0
ewt-train-11651_1_3,ewt-train-11651,"I ordered 1000 postcards , we normally order 5000 or more .",1,3,0
ewt-train-11651_7_5,ewt-train-11651,"I ordered 1000 postcards , we normally order 5000 or more .",7,5,0
ewt-train-11651_7_8,ewt-train-11651,"I ordered 1000 postcards , we normally order 5000 or more .",7,8,0
ewt-train-11653_1_0,ewt-train-11653,I recommend this company to ANYONE and everyone that needs great work done at a reasonable rate !,1,0,0
ewt-train-11653_1_3,ewt-train-11653,I recommend this company to ANYONE and everyone that needs great work done at a reasonable rate !,1,3,0
ewt-train-11654_1_0,ewt-train-11654,They have a customer for life in us !,1,0,0
ewt-train-11654_1_3,ewt-train-11654,They have a customer for life in us !,1,3,0
ewt-train-11656_1_0,ewt-train-11656,i made the mistake of buying from these thieves .,1,0,0
ewt-train-11656_1_3,ewt-train-11656,i made the mistake of buying from these thieves .,1,3,0
ewt-train-11657_1_0,ewt-train-11657,I paid 2 k cash for a truck with a blown motor .,1,0,0
ewt-train-11657_1_4,ewt-train-11657,I paid 2 k cash for a truck with a blown motor .,1,4,0
ewt-train-11658_4_3,ewt-train-11658,"Their so called mechanic said the engine was good and "" There is nothing mechanicly wrong with this truck "" .",4,3,0
ewt-train-11661_4_3,ewt-train-11661,"The next day i took it to 2 auto shops and they both told me the same thing , engine is junk .",4,3,0
ewt-train-11661_4_5,ewt-train-11661,"The next day i took it to 2 auto shops and they both told me the same thing , engine is junk .",4,5,0
ewt-train-11662_1_0,ewt-train-11662,I called and got the same runaround on hold and noone calls you back .,1,0,0
ewt-train-11674_1_0,ewt-train-11674,I ended up buying a birthday card and would probably come back for more .,1,0,0
ewt-train-11674_3_6,ewt-train-11674,I ended up buying a birthday card and would probably come back for more .,3,6,0
ewt-train-11681_3_2,ewt-train-11681,The craziest part is that they are n't even based locally at the city I 'm in - they just have ' teams ' in areas through the country .,3,2,0
ewt-train-11681_9_5,ewt-train-11681,The craziest part is that they are n't even based locally at the city I 'm in - they just have ' teams ' in areas through the country .,9,5,0
ewt-train-11688_1_0,ewt-train-11688,"VCU has the # 1 art school in America , and EXCELS in healthcare and medical schooling .",1,0,0
ewt-train-11688_1_6,ewt-train-11688,"VCU has the # 1 art school in America , and EXCELS in healthcare and medical schooling .",1,6,0
ewt-train-11696_21_18,ewt-train-11696,My boyfriend and I were woken up in the middle of the night at our campsite by drunken kids who 'd arrived around 1:00 am and were drinking at the springs .,21,18,0
ewt-train-11704_1_0,ewt-train-11704,I enjoyed my time at Franklin High School .,1,0,0
ewt-train-11704_1_3,ewt-train-11704,I enjoyed my time at Franklin High School .,1,3,0
ewt-train-11705_1_0,ewt-train-11705,"We had relatively good facilities at the time -- decent science labs , with multiple hoods and access to good equipment ; nice gymnasiums , and a well - funded music department ( I was in the guitar ensemble ) .",1,0,0
ewt-train-11705_1_4,ewt-train-11705,"We had relatively good facilities at the time -- decent science labs , with multiple hoods and access to good equipment ; nice gymnasiums , and a well - funded music department ( I was in the guitar ensemble ) .",1,4,0
ewt-train-11710_2_1,ewt-train-11710,"Many students went to Rutgers , including their top - ranked pharmacy program .",2,1,0
ewt-train-11711_2_1,ewt-train-11711,"The point is -- FHS gives you the opportunity to make it to a good college , but you need to work hard .",2,1,0
ewt-train-11714_8_2,ewt-train-11714,"A large group of my friends and I rent almost the whole motel every year for a weekend , and the experience and stay have always been five - star .",8,2,0
ewt-train-11714_8_12,ewt-train-11714,"A large group of my friends and I rent almost the whole motel every year for a weekend , and the experience and stay have always been five - star .",8,12,0
ewt-train-11716_1_3,ewt-train-11716,"There 's a restaurant nearby ( walking distance ) with a great breakfast , and a market across the street .",1,3,0
ewt-train-11721_1_0,ewt-train-11721,"I love Cuban coffee , colada ... mmmm anyways I found this place and ca n't stop going there , I stop in at least once a week and anytime I 'm in the area for a Cuban coffee or snack .",1,0,0
ewt-train-11721_1_3,ewt-train-11721,"I love Cuban coffee , colada ... mmmm anyways I found this place and ca n't stop going there , I stop in at least once a week and anytime I 'm in the area for a Cuban coffee or snack .",1,3,0
ewt-train-11721_21_20,ewt-train-11721,"I love Cuban coffee , colada ... mmmm anyways I found this place and ca n't stop going there , I stop in at least once a week and anytime I 'm in the area for a Cuban coffee or snack .",21,20,0
ewt-train-11725_1_0,ewt-train-11725,"They have a great lunch special with your choice of meat , chicken , steak , or pork and rice and black beans and fried plantains .",1,0,0
ewt-train-11725_1_5,ewt-train-11725,"They have a great lunch special with your choice of meat , chicken , steak , or pork and rice and black beans and fried plantains .",1,5,0
ewt-train-11736_3_1,ewt-train-11736,Not what i expected !,3,1,0
ewt-train-11736_3_2,ewt-train-11736,Not what i expected !,3,2,0
ewt-train-11750_5_4,ewt-train-11750,Every time we go they seem to have a different ingredient or two which keeps things interesting .,5,4,0
ewt-train-11751_2_0,ewt-train-11751,"Meats are kept VERY cold , seafood smells fresh and the serving bar is VERY clean .",2,0,0
ewt-train-11751_7_6,ewt-train-11751,"Meats are kept VERY cold , seafood smells fresh and the serving bar is VERY clean .",7,6,0
ewt-train-11759_1_0,ewt-train-11759,She deserves many 5 star reviews !!,1,0,0
ewt-train-11759_1_5,ewt-train-11759,She deserves many 5 star reviews !!,1,5,0
ewt-train-11763_1_0,ewt-train-11763,I experienced a Definite Decrease in food craving ( about 50 % ) and decrease in stress after the 1st treatment .,1,0,0
ewt-train-11763_1_4,ewt-train-11763,I experienced a Definite Decrease in food craving ( about 50 % ) and decrease in stress after the 1st treatment .,1,4,0
ewt-train-11769_7_0,ewt-train-11769,What I like most about Dr. Liau is that she is very caring .,7,0,0
ewt-train-11770_1_0,ewt-train-11770,She talks to you at each appointment .,1,0,0
ewt-train-11778_4_1,ewt-train-11778,The owners of Bowtie manged to add something new while preserving what was already there .,4,1,0
ewt-train-11778_6_7,ewt-train-11778,The owners of Bowtie manged to add something new while preserving what was already there .,6,7,0
ewt-train-11778_10_11,ewt-train-11778,The owners of Bowtie manged to add something new while preserving what was already there .,10,11,0
ewt-train-11780_1_2,ewt-train-11780,"There 's plenty of parking , and I 've never had an issue with audience members who wo n't stop talking or answering their cellphones .",1,2,0
ewt-train-11780_19_15,ewt-train-11780,"There 's plenty of parking , and I 've never had an issue with audience members who wo n't stop talking or answering their cellphones .",19,15,0
ewt-train-11780_22_24,ewt-train-11780,"There 's plenty of parking , and I 've never had an issue with audience members who wo n't stop talking or answering their cellphones .",22,24,0
ewt-train-11792_1_0,ewt-train-11792,I bought a beginner s quilling set and like making the filigree forms you can make and add to other crafts .,1,0,0
ewt-train-11792_1_6,ewt-train-11792,I bought a beginner s quilling set and like making the filigree forms you can make and add to other crafts .,1,6,0
ewt-train-11798_10_4,ewt-train-11798,"By the way , Salmagundi ( the store name ) means something like smorgasbord ; potpourri ; motley ; variety ; mixed bag ; miscellaneous assortment ; mixture , a variety of many kinds of things .",10,4,0
ewt-train-11798_10_11,ewt-train-11798,"By the way , Salmagundi ( the store name ) means something like smorgasbord ; potpourri ; motley ; variety ; mixed bag ; miscellaneous assortment ; mixture , a variety of many kinds of things .",10,11,0
ewt-train-11805_1_0,ewt-train-11805,I asked her who she worked with and she just told me ti was the sales manager .,1,0,0
ewt-train-11805_1_2,ewt-train-11805,I asked her who she worked with and she just told me ti was the sales manager .,1,2,0
ewt-train-11806_1_0,ewt-train-11806,"I took the weekend off and came in and asked for the manager who is Jeff and he remembered her right away even remembered her dog , I was a bit shocked that someone would pay that close attention .",1,0,0
ewt-train-11806_1_3,ewt-train-11806,"I took the weekend off and came in and asked for the manager who is Jeff and he remembered her right away even remembered her dog , I was a bit shocked that someone would pay that close attention .",1,3,0
ewt-train-11806_18_17,ewt-train-11806,"I took the weekend off and came in and asked for the manager who is Jeff and he remembered her right away even remembered her dog , I was a bit shocked that someone would pay that close attention .",18,17,0
ewt-train-11806_18_19,ewt-train-11806,"I took the weekend off and came in and asked for the manager who is Jeff and he remembered her right away even remembered her dog , I was a bit shocked that someone would pay that close attention .",18,19,0
ewt-train-11806_23_25,ewt-train-11806,"I took the weekend off and came in and asked for the manager who is Jeff and he remembered her right away even remembered her dog , I was a bit shocked that someone would pay that close attention .",23,25,0
ewt-train-11806_35_33,ewt-train-11806,"I took the weekend off and came in and asked for the manager who is Jeff and he remembered her right away even remembered her dog , I was a bit shocked that someone would pay that close attention .",35,33,0
ewt-train-11806_35_38,ewt-train-11806,"I took the weekend off and came in and asked for the manager who is Jeff and he remembered her right away even remembered her dog , I was a bit shocked that someone would pay that close attention .",35,38,0
ewt-train-11808_1_0,ewt-train-11808,I thouhgt it would be out of my price range but they really worked with me and now I could nt be happier .,1,0,0
ewt-train-11822_1_0,ewt-train-11822,One suspects that earlier reviewer works for another laundry .,1,0,0
ewt-train-11824_3_4,ewt-train-11824,"Yes , there are bigger , but bigger is n't necessarily better .",3,4,0
ewt-train-11832_1_0,ewt-train-11832,We have to leave him at the vet for 3 days and I was told to call for check ups as often as I wished that no matter how many times I called I would not annoy them .,1,0,0
ewt-train-11832_24_23,ewt-train-11832,We have to leave him at the vet for 3 days and I was told to call for check ups as often as I wished that no matter how many times I called I would not annoy them .,24,23,0
ewt-train-11832_36_33,ewt-train-11832,We have to leave him at the vet for 3 days and I was told to call for check ups as often as I wished that no matter how many times I called I would not annoy them .,36,33,0
ewt-train-11832_36_37,ewt-train-11832,We have to leave him at the vet for 3 days and I was told to call for check ups as often as I wished that no matter how many times I called I would not annoy them .,36,37,0
ewt-train-11833_2_1,ewt-train-11833,lol They where super friendly towards us and treated us like people not walking bags of cash .,2,1,0
ewt-train-11833_8_9,ewt-train-11833,lol They where super friendly towards us and treated us like people not walking bags of cash .,8,9,0
ewt-train-11842_1_0,ewt-train-11842,I think they 're still in the mindset from when it was only smokers sitting around and drinking ... not in any hurry .,1,0,0
ewt-train-11853_1_0,ewt-train-11853,I look at some of these other comments & laugh because people think that the world revolves around them !,1,0,0
ewt-train-11853_16_15,ewt-train-11853,I look at some of these other comments & laugh because people think that the world revolves around them !,16,15,0
ewt-train-11855_1_0,ewt-train-11855,Midas has the most high tech equipment in town & I guarantee you if they told you it was electrical then in deed it s electrical !,1,0,0
ewt-train-11855_1_6,ewt-train-11855,Midas has the most high tech equipment in town & I guarantee you if they told you it was electrical then in deed it s electrical !,1,6,0
ewt-train-11855_11_10,ewt-train-11855,Midas has the most high tech equipment in town & I guarantee you if they told you it was electrical then in deed it s electrical !,11,10,0
ewt-train-11855_11_12,ewt-train-11855,Midas has the most high tech equipment in town & I guarantee you if they told you it was electrical then in deed it s electrical !,11,12,0
ewt-train-11863_3_2,ewt-train-11863,The bottom line is that the food is n't great and is relatively high - priced .,3,2,0
ewt-train-11868_2_0,ewt-train-11868,I was booked for 2 nights at this hotel in Oct 2007 .,2,0,0
ewt-train-11869_14_10,ewt-train-11869,"At 3:15 am on night # 2 , the fire alarm and strobe light activated in my room .",14,10,0
ewt-train-11872_1_0,ewt-train-11872,I called the front desk and got no answer .,1,0,0
ewt-train-11872_1_4,ewt-train-11872,I called the front desk and got no answer .,1,4,0
ewt-train-11876_3_2,ewt-train-11876,"This little drip offered no apologies whatsoever , and even refused to give me the name of the manager until I pressed him for it 3 times .",3,2,0
